uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RO,OUTRAS,OUTRO,"60 - 69",F,1
RO,OUTRAS,OUTRO,"60 - 69",M,11
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
RO,OUTRAS,VIA_PUBLICA,"60 - 69",F,2
RO,OUTRAS,VIA_PUBLICA,"60 - 69",M,14
RO,COVID,HOSPITAL,"60 - 69",M,4
RO,INDETERMINADA,DOMICILIO,"60 - 69",M,2
RO,INDETERMINADA,HOSPITAL,"60 - 69",F,1
RO,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,2
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,3
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,7
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,34
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,40
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
RO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
RO,PNEUMONIA,DOMICILIO,"60 - 69",F,1
RO,PNEUMONIA,DOMICILIO,"60 - 69",M,1
RO,PNEUMONIA,HOSPITAL,"60 - 69",F,33
RO,PNEUMONIA,HOSPITAL,"60 - 69",M,39
RO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
RO,SEPTICEMIA,DOMICILIO,"60 - 69",F,1
RO,SEPTICEMIA,HOSPITAL,"60 - 69",F,39
RO,SEPTICEMIA,HOSPITAL,"60 - 69",M,58
RO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
RO,SRAG,HOSPITAL,"60 - 69",F,1
RR,OUTRAS,DOMICILIO,"60 - 69",F,2
RR,OUTRAS,DOMICILIO,"60 - 69",M,7
RR,OUTRAS,HOSPITAL,"60 - 69",F,21
RR,OUTRAS,HOSPITAL,"60 - 69",M,33
RR,OUTRAS,OUTRO,"60 - 69",F,1
RR,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,8
RR,PNEUMONIA,HOSPITAL,"60 - 69",F,10
RR,PNEUMONIA,HOSPITAL,"60 - 69",M,11
RR,SEPTICEMIA,HOSPITAL,"60 - 69",F,10
RR,SEPTICEMIA,HOSPITAL,"60 - 69",M,20
RS,OUTRAS,DOMICILIO,"60 - 69",F,354
RS,OUTRAS,DOMICILIO,"60 - 69",M,735
RS,OUTRAS,HOSPITAL,"60 - 69",F,1073
RS,OUTRAS,HOSPITAL,"60 - 69",I,2
RS,OUTRAS,HOSPITAL,"60 - 69",M,1636
RS,OUTRAS,IGNORADO,"60 - 69",F,8
RS,OUTRAS,IGNORADO,"60 - 69",M,12
RS,OUTRAS,OUTRO,"60 - 69",F,24
RS,OUTRAS,OUTRO,"60 - 69",M,80
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,77
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,149
RS,OUTRAS,VIA_PUBLICA,"60 - 69",F,10
RS,OUTRAS,VIA_PUBLICA,"60 - 69",M,34
RS,COVID,HOSPITAL,"60 - 69",F,19
RS,COVID,HOSPITAL,"60 - 69",M,20
RS,COVID,OUTRO,"60 - 69",F,1
RS,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
RS,INDETERMINADA,DOMICILIO,"60 - 69",F,13
RS,INDETERMINADA,DOMICILIO,"60 - 69",M,29
RS,INDETERMINADA,HOSPITAL,"60 - 69",F,5
RS,INDETERMINADA,HOSPITAL,"60 - 69",M,8
RS,INDETERMINADA,OUTRO,"60 - 69",M,1
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
RS,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,19
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,37
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,265
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,324
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,1
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,2
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,2
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,4
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,18
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,23
RS,PNEUMONIA,DOMICILIO,"60 - 69",F,9
RS,PNEUMONIA,DOMICILIO,"60 - 69",M,12
RS,PNEUMONIA,HOSPITAL,"60 - 69",F,402
RS,PNEUMONIA,HOSPITAL,"60 - 69",M,616
RS,PNEUMONIA,IGNORADO,"60 - 69",F,2
RS,PNEUMONIA,IGNORADO,"60 - 69",M,3
RS,PNEUMONIA,OUTRO,"60 - 69",F,4
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,15
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,28
RS,SEPTICEMIA,DOMICILIO,"60 - 69",F,4
RS,SEPTICEMIA,DOMICILIO,"60 - 69",M,7
RS,SEPTICEMIA,HOSPITAL,"60 - 69",F,474
RS,SEPTICEMIA,HOSPITAL,"60 - 69",M,637
RS,SEPTICEMIA,IGNORADO,"60 - 69",F,3
RS,SEPTICEMIA,IGNORADO,"60 - 69",M,1
RS,SEPTICEMIA,OUTRO,"60 - 69",F,3
RS,SEPTICEMIA,OUTRO,"60 - 69",M,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,18
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,21
RS,SRAG,HOSPITAL,"60 - 69",F,3
RS,SRAG,HOSPITAL,"60 - 69",M,10
RS,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
SC,OUTRAS,DOMICILIO,"60 - 69",F,205
SC,OUTRAS,DOMICILIO,"60 - 69",M,377
SC,OUTRAS,HOSPITAL,"60 - 69",F,675
SC,OUTRAS,HOSPITAL,"60 - 69",M,874
SC,OUTRAS,OUTRO,"60 - 69",F,12
SC,OUTRAS,OUTRO,"60 - 69",M,42
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,32
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,47
SC,OUTRAS,VIA_PUBLICA,"60 - 69",F,6
SC,OUTRAS,VIA_PUBLICA,"60 - 69",M,33
SC,COVID,HOSPITAL,"60 - 69",F,7
SC,COVID,HOSPITAL,"60 - 69",M,7
SC,INDETERMINADA,DOMICILIO,"60 - 69",F,7
SC,INDETERMINADA,DOMICILIO,"60 - 69",M,12
SC,INDETERMINADA,HOSPITAL,"60 - 69",F,5
SC,INDETERMINADA,HOSPITAL,"60 - 69",M,5
SC,INDETERMINADA,OUTRO,"60 - 69",F,1
SC,INDETERMINADA,OUTRO,"60 - 69",M,1
SC,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
SC,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
SC,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,18
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,27
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,128
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,170
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,7
SC,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,2
SC,PNEUMONIA,DOMICILIO,"60 - 69",F,11
SC,PNEUMONIA,DOMICILIO,"60 - 69",M,21
SC,PNEUMONIA,HOSPITAL,"60 - 69",F,213
SC,PNEUMONIA,HOSPITAL,"60 - 69",M,354
SC,PNEUMONIA,OUTRO,"60 - 69",F,1
SC,PNEUMONIA,OUTRO,"60 - 69",M,1
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,10
SC,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
SC,SEPTICEMIA,DOMICILIO,"60 - 69",F,2
SC,SEPTICEMIA,DOMICILIO,"60 - 69",M,4
SC,SEPTICEMIA,HOSPITAL,"60 - 69",F,250
SC,SEPTICEMIA,HOSPITAL,"60 - 69",M,295
SC,SEPTICEMIA,OUTRO,"60 - 69",M,1
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
SC,SRAG,HOSPITAL,"60 - 69",F,2
SC,SRAG,HOSPITAL,"60 - 69",M,3
SE,OUTRAS,DOMICILIO,"60 - 69",F,36
SE,OUTRAS,DOMICILIO,"60 - 69",M,55
SE,OUTRAS,HOSPITAL,"60 - 69",F,109
SE,OUTRAS,HOSPITAL,"60 - 69",M,190
SE,OUTRAS,IGNORADO,"60 - 69",F,1
SE,OUTRAS,IGNORADO,"60 - 69",M,1
SE,OUTRAS,OUTRO,"60 - 69",F,1
SE,OUTRAS,OUTRO,"60 - 69",M,4
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,31
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,67
SE,OUTRAS,VIA_PUBLICA,"60 - 69",F,1
SE,OUTRAS,VIA_PUBLICA,"60 - 69",M,10
SE,COVID,HOSPITAL,"60 - 69",F,1
SE,COVID,HOSPITAL,"60 - 69",M,2
SE,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
SE,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
SE,INDETERMINADA,DOMICILIO,"60 - 69",F,1
SE,INDETERMINADA,DOMICILIO,"60 - 69",M,6
SE,INDETERMINADA,HOSPITAL,"60 - 69",F,1
SE,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,2
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,4
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,7
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,22
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,26
SE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,1
SE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,2
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
SE,PNEUMONIA,DOMICILIO,"60 - 69",F,1
SE,PNEUMONIA,DOMICILIO,"60 - 69",M,2
SE,PNEUMONIA,HOSPITAL,"60 - 69",F,39
SE,PNEUMONIA,HOSPITAL,"60 - 69",M,76
SE,PNEUMONIA,IGNORADO,"60 - 69",F,1
SE,PNEUMONIA,IGNORADO,"60 - 69",M,2
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
SE,SEPTICEMIA,DOMICILIO,"60 - 69",F,2
SE,SEPTICEMIA,DOMICILIO,"60 - 69",M,1
SE,SEPTICEMIA,HOSPITAL,"60 - 69",F,75
SE,SEPTICEMIA,HOSPITAL,"60 - 69",M,78
SE,SEPTICEMIA,IGNORADO,"60 - 69",F,4
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
SE,SRAG,HOSPITAL,"60 - 69",F,2
SE,SRAG,HOSPITAL,"60 - 69",M,2
SP,OUTRAS,DOMICILIO,"60 - 69",F,1163
SP,OUTRAS,DOMICILIO,"60 - 69",M,2217
SP,OUTRAS,HOSPITAL,"60 - 69",F,4043
SP,OUTRAS,HOSPITAL,"60 - 69",M,5675
SP,OUTRAS,IGNORADO,"60 - 69",F,39
SP,OUTRAS,IGNORADO,"60 - 69",I,213
SP,OUTRAS,IGNORADO,"60 - 69",M,44
SP,OUTRAS,OUTRO,"60 - 69",F,136
SP,OUTRAS,OUTRO,"60 - 69",M,344
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,349
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,507
SP,OUTRAS,POSTO_SAUDE,"60 - 69",M,13
SP,OUTRAS,VIA_PUBLICA,"60 - 69",F,22
SP,OUTRAS,VIA_PUBLICA,"60 - 69",M,159
SP,COVID,DOMICILIO,"60 - 69",F,4
SP,COVID,DOMICILIO,"60 - 69",M,3
SP,COVID,HOSPITAL,"60 - 69",F,71
SP,COVID,HOSPITAL,"60 - 69",M,78
SP,COVID,IGNORADO,"60 - 69",M,1
SP,COVID,OUTRO,"60 - 69",F,1
SP,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
SP,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,8
SP,INDETERMINADA,DOMICILIO,"60 - 69",F,17
SP,INDETERMINADA,DOMICILIO,"60 - 69",M,62
SP,INDETERMINADA,HOSPITAL,"60 - 69",F,13
SP,INDETERMINADA,HOSPITAL,"60 - 69",M,21
SP,INDETERMINADA,IGNORADO,"60 - 69",M,1
SP,INDETERMINADA,OUTRO,"60 - 69",F,2
SP,INDETERMINADA,OUTRO,"60 - 69",M,2
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
SP,INDETERMINADA,POSTO_SAUDE,"60 - 69",M,1
SP,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,3
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,83
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,132
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,855
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,940
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,3
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,5
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,21
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,20
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,73
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,92
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",F,2
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",M,6
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,1
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,4
SP,PNEUMONIA,DOMICILIO,"60 - 69",F,102
SP,PNEUMONIA,DOMICILIO,"60 - 69",M,242
SP,PNEUMONIA,HOSPITAL,"60 - 69",F,1856
SP,PNEUMONIA,HOSPITAL,"60 - 69",M,2772
SP,PNEUMONIA,IGNORADO,"60 - 69",F,5
SP,PNEUMONIA,IGNORADO,"60 - 69",M,10
SP,PNEUMONIA,OUTRO,"60 - 69",F,24
SP,PNEUMONIA,OUTRO,"60 - 69",M,39
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,97
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,155
SP,PNEUMONIA,POSTO_SAUDE,"60 - 69",F,1
SP,PNEUMONIA,POSTO_SAUDE,"60 - 69",M,1
SP,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,9
SP,SEPTICEMIA,DOMICILIO,"60 - 69",F,32
SP,SEPTICEMIA,DOMICILIO,"60 - 69",M,49
SP,SEPTICEMIA,HOSPITAL,"60 - 69",F,1895
SP,SEPTICEMIA,HOSPITAL,"60 - 69",I,1
SP,SEPTICEMIA,HOSPITAL,"60 - 69",M,2293
SP,SEPTICEMIA,IGNORADO,"60 - 69",F,6
SP,SEPTICEMIA,IGNORADO,"60 - 69",M,8
SP,SEPTICEMIA,OUTRO,"60 - 69",F,18
SP,SEPTICEMIA,OUTRO,"60 - 69",M,20
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,55
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,66
SP,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,5
SP,SRAG,HOSPITAL,"60 - 69",F,28
SP,SRAG,HOSPITAL,"60 - 69",M,36
SP,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
TO,OUTRAS,DOMICILIO,"60 - 69",F,26
TO,OUTRAS,DOMICILIO,"60 - 69",M,45
TO,OUTRAS,HOSPITAL,"60 - 69",F,56
TO,OUTRAS,HOSPITAL,"60 - 69",M,86
TO,OUTRAS,IGNORADO,"60 - 69",F,1
TO,OUTRAS,OUTRO,"60 - 69",F,2
TO,OUTRAS,OUTRO,"60 - 69",M,4
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
TO,OUTRAS,POSTO_SAUDE,"60 - 69",M,1
TO,OUTRAS,VIA_PUBLICA,"60 - 69",M,7
TO,COVID,DOMICILIO,"60 - 69",M,1
TO,COVID,HOSPITAL,"60 - 69",F,2
TO,COVID,HOSPITAL,"60 - 69",M,2
TO,INDETERMINADA,OUTRO,"60 - 69",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,3
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,11
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,20
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
TO,PNEUMONIA,DOMICILIO,"60 - 69",M,2
TO,PNEUMONIA,HOSPITAL,"60 - 69",F,33
TO,PNEUMONIA,HOSPITAL,"60 - 69",M,42
TO,PNEUMONIA,OUTRO,"60 - 69",M,1
TO,SEPTICEMIA,HOSPITAL,"60 - 69",F,24
TO,SEPTICEMIA,HOSPITAL,"60 - 69",M,34
TO,SRAG,HOSPITAL,"60 - 69",M,2
AC,OUTRAS,DOMICILIO,"70 - 79",F,26
AC,OUTRAS,DOMICILIO,"70 - 79",M,42
AC,OUTRAS,HOSPITAL,"70 - 79",F,47
AC,OUTRAS,HOSPITAL,"70 - 79",M,53
AC,OUTRAS,OUTRO,"70 - 79",F,2
AC,OUTRAS,OUTRO,"70 - 79",M,3
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AC,OUTRAS,VIA_PUBLICA,"70 - 79",F,1
AC,OUTRAS,VIA_PUBLICA,"70 - 79",M,1
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,1
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,17
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,15
AC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,1
AC,PNEUMONIA,DOMICILIO,"70 - 79",M,1
AC,PNEUMONIA,HOSPITAL,"70 - 79",F,41
AC,PNEUMONIA,HOSPITAL,"70 - 79",M,45
AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AC,SEPTICEMIA,DOMICILIO,"70 - 79",M,3
AC,SEPTICEMIA,HOSPITAL,"70 - 79",F,22
AC,SEPTICEMIA,HOSPITAL,"70 - 79",M,24
AC,SEPTICEMIA,OUTRO,"70 - 79",M,2
AC,SRAG,HOSPITAL,"70 - 79",F,1
AL,OUTRAS,DOMICILIO,"70 - 79",F,159
AL,OUTRAS,DOMICILIO,"70 - 79",M,204
AL,OUTRAS,HOSPITAL,"70 - 79",F,221
AL,OUTRAS,HOSPITAL,"70 - 79",M,273
AL,OUTRAS,IGNORADO,"70 - 79",F,1
AL,OUTRAS,IGNORADO,"70 - 79",M,2
AL,OUTRAS,OUTRO,"70 - 79",F,3
AL,OUTRAS,OUTRO,"70 - 79",M,6
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,36
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,26
AL,OUTRAS,VIA_PUBLICA,"70 - 79",F,1
AL,OUTRAS,VIA_PUBLICA,"70 - 79",M,10
AL,COVID,HOSPITAL,"70 - 79",F,2
AL,COVID,HOSPITAL,"70 - 79",M,2
AL,INDETERMINADA,DOMICILIO,"70 - 79",F,2
AL,INDETERMINADA,DOMICILIO,"70 - 79",M,3
AL,INDETERMINADA,HOSPITAL,"70 - 79",F,1
AL,INDETERMINADA,HOSPITAL,"70 - 79",M,2
AL,INDETERMINADA,OUTRO,"70 - 79",M,1
AL,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AL,INDETERMINADA,VIA_PUBLICA,"70 - 79",M,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,14
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,24
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,66
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,58
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,12
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,7
AL,PNEUMONIA,DOMICILIO,"70 - 79",F,15
AL,PNEUMONIA,DOMICILIO,"70 - 79",M,16
AL,PNEUMONIA,HOSPITAL,"70 - 79",F,135
AL,PNEUMONIA,HOSPITAL,"70 - 79",M,145
AL,PNEUMONIA,OUTRO,"70 - 79",M,1
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,16
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,9
AL,PNEUMONIA,POSTO_SAUDE,"70 - 79",M,1
AL,SEPTICEMIA,DOMICILIO,"70 - 79",F,8
AL,SEPTICEMIA,DOMICILIO,"70 - 79",M,10
AL,SEPTICEMIA,HOSPITAL,"70 - 79",F,129
AL,SEPTICEMIA,HOSPITAL,"70 - 79",M,138
AL,SEPTICEMIA,IGNORADO,"70 - 79",M,1
AL,SEPTICEMIA,OUTRO,"70 - 79",F,1
AL,SEPTICEMIA,OUTRO,"70 - 79",M,1
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,14
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,15
AL,SRAG,DOMICILIO,"70 - 79",F,1
AL,SRAG,HOSPITAL,"70 - 79",F,8
AL,SRAG,HOSPITAL,"70 - 79",M,2
AL,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AM,OUTRAS,DOMICILIO,"70 - 79",F,116
AM,OUTRAS,DOMICILIO,"70 - 79",M,154
AM,OUTRAS,HOSPITAL,"70 - 79",F,220
AM,OUTRAS,HOSPITAL,"70 - 79",M,291
AM,OUTRAS,OUTRO,"70 - 79",F,11
AM,OUTRAS,OUTRO,"70 - 79",M,13
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AM,OUTRAS,VIA_PUBLICA,"70 - 79",F,2
AM,OUTRAS,VIA_PUBLICA,"70 - 79",M,3
AM,COVID,HOSPITAL,"70 - 79",M,1
AM,INDETERMINADA,DOMICILIO,"70 - 79",F,3
AM,INDETERMINADA,DOMICILIO,"70 - 79",M,3
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,3
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,7
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,29
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,40
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,2
AM,PNEUMONIA,DOMICILIO,"70 - 79",F,3
AM,PNEUMONIA,DOMICILIO,"70 - 79",M,8
AM,PNEUMONIA,HOSPITAL,"70 - 79",F,80
AM,PNEUMONIA,HOSPITAL,"70 - 79",M,107
AM,PNEUMONIA,OUTRO,"70 - 79",F,1
AM,PNEUMONIA,OUTRO,"70 - 79",M,5
AM,SEPTICEMIA,DOMICILIO,"70 - 79",F,1
AM,SEPTICEMIA,DOMICILIO,"70 - 79",M,1
AM,SEPTICEMIA,HOSPITAL,"70 - 79",F,115
AM,SEPTICEMIA,HOSPITAL,"70 - 79",M,100
AM,SEPTICEMIA,OUTRO,"70 - 79",M,2
AM,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AM,SRAG,DOMICILIO,"70 - 79",F,4
AM,SRAG,DOMICILIO,"70 - 79",M,9
AM,SRAG,HOSPITAL,"70 - 79",F,3
AM,SRAG,HOSPITAL,"70 - 79",M,8
AP,OUTRAS,DOMICILIO,"70 - 79",F,7
AP,OUTRAS,DOMICILIO,"70 - 79",M,22
AP,OUTRAS,HOSPITAL,"70 - 79",F,23
AP,OUTRAS,HOSPITAL,"70 - 79",M,32
AP,OUTRAS,IGNORADO,"70 - 79",F,1
AP,OUTRAS,IGNORADO,"70 - 79",M,1
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,1
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,9
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,8
AP,PNEUMONIA,DOMICILIO,"70 - 79",F,1
AP,PNEUMONIA,DOMICILIO,"70 - 79",M,1
AP,PNEUMONIA,HOSPITAL,"70 - 79",F,14
AP,PNEUMONIA,HOSPITAL,"70 - 79",M,37
AP,PNEUMONIA,IGNORADO,"70 - 79",M,1
AP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
AP,SEPTICEMIA,HOSPITAL,"70 - 79",F,10
AP,SEPTICEMIA,HOSPITAL,"70 - 79",M,11
AP,SEPTICEMIA,IGNORADO,"70 - 79",M,1
AP,SEPTICEMIA,OUTRO,"70 - 79",M,1
BA,OUTRAS,DOMICILIO,"70 - 79",F,574
